"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Zfhx34",0.0013310137716825,0.299438629334169,0.348,0.199,"18","Zfhx3"
"Rab182",0.00138690221619637,0.29091562147301,0.429,0.267,"18","Rab18"
"Atf42",0.00138740320188845,0.320922563341568,0.464,0.305,"18","Atf4"
"Fuca16",0.00139195892268348,0.276196859123893,0.554,0.39,"18","Fuca1"
"Mlf22",0.00141819699431599,0.281259348660222,0.438,0.317,"18","Mlf2"
"Tmed71",0.00142411428105455,0.28567595859033,0.321,0.197,"18","Tmed7"
"Dctn21",0.00148131372713359,0.276685802439217,0.393,0.245,"18","Dctn2"
"Kdelr21",0.00150639220535461,0.295292154517942,0.357,0.234,"18","Kdelr2"
"Smc1a2",0.00152781680264283,0.253615093461294,0.357,0.2,"18","Smc1a"
"Ssr15",0.00164024070119465,0.29129213518658,0.446,0.31,"18","Ssr1"
"Rpn17",0.00165029459292471,0.266235167837392,0.5,0.341,"18","Rpn1"
"Stub11",0.00166495510848484,0.29517592181728,0.411,0.284,"18","Stub1"
"Klf66",0.00168082460305209,0.318733379441388,0.554,0.391,"18","Klf6"
"Ktn13",0.00169062521205683,0.294702780118593,0.348,0.194,"18","Ktn1"
"Ddrgk11",0.00179986775160408,0.261254443892194,0.482,0.316,"18","Ddrgk1"
"Tmbim13",0.00185155392277269,0.272564291268401,0.348,0.194,"18","Tmbim1"
"Appbp2",0.00205672955586506,0.257034245115399,0.268,0.137,"18","Appbp2"
"Ube2v2",0.00246842945871007,0.260964677383186,0.259,0.142,"18","Ube2v2"
"Rab6a3",0.00249280863289963,0.288400935733671,0.438,0.285,"18","Rab6a"
"Srpr2",0.00253110500077509,0.279980738421887,0.304,0.185,"18","Srpr"
"Stt3a",0.00259037366026149,0.255372669922485,0.357,0.205,"18","Stt3a"
"Denr1",0.00259270117949913,0.288619366403449,0.384,0.238,"18","Denr"
"Cyb5r311",0.00260360040383757,0.297562410642476,0.438,0.295,"18","Cyb5r3"
"Pdap12",0.00262658477354323,0.256814853491736,0.464,0.388,"18","Pdap1"
"Cldnd11",0.0026420982180242,0.251745428865254,0.304,0.163,"18","Cldnd1"
"Timm17a",0.00275525052822984,0.266755475565591,0.286,0.176,"18","Timm17a"
"Zc3h131",0.00286413555255918,0.250367722950482,0.312,0.19,"18","Zc3h13"
"Svil1",0.00317854655402751,0.259650322514722,0.375,0.23,"18","Svil"
"Slc35b11",0.00321268187353637,0.263405310760813,0.304,0.19,"18","Slc35b1"
"Sec61a1",0.00328937544406485,0.269259889776797,0.366,0.233,"18","Sec61a1"
"Aamp",0.00358110123032194,0.270610797621578,0.455,0.3,"18","Aamp"
"Dnajb91",0.00374411972092762,0.265404499820197,0.286,0.16,"18","Dnajb9"
"Slc48a12",0.00410750972045639,0.265295220220125,0.339,0.201,"18","Slc48a1"
"Ech13",0.00437092366892989,0.284631090033484,0.402,0.271,"18","Ech1"
"Ndufb41",0.00518518922853566,0.256815987257796,0.607,0.468,"18","Ndufb4"
"Tm9sf22",0.00523322924521555,0.259108247451381,0.402,0.264,"18","Tm9sf2"
"Hnrnph11",0.0057269549946025,0.266636739747488,0.491,0.345,"18","Hnrnph1"
"Ehd11",0.00603897918433367,0.30260636326776,0.259,0.143,"18","Ehd1"
"Ccni2",0.00659299107491654,0.259517723881052,0.446,0.304,"18","Ccni"
"Cfdp12",0.00691017977611767,0.264732151941845,0.411,0.278,"18","Cfdp1"
"Emc72",0.00728517632962802,0.261690358356672,0.446,0.312,"18","Emc7"
"Reep37",0.00981824855575762,0.253234552903609,0.402,0.266,"18","Reep3"
"Tmem1232",1.36911380734794e-257,2.31940287948606,0.914,0.241,"19","Tmem123"
"Ccl22",3.4586876506858e-207,3.24200928164878,0.867,0.008,"19","Ccl22"
"Tspan34",6.93731506164171e-205,2.31629715710309,0.819,0.087,"19","Tspan3"
"Marcksl11",2.52445847172871e-190,2.39547000344015,0.867,0.115,"19","Marcksl1"
"Tbc1d41",1.2478745759849e-186,2.11097836031588,0.876,0.07,"19","Tbc1d4"
"Fscn1",6.55613747022409e-184,2.72622228976818,0.81,0.007,"19","Fscn1"
"Relb",1.0524419198792e-152,1.95093224000442,0.924,0.081,"19","Relb"
"Bcl2a1b6",1.42803130670591e-151,2.1993061362216,0.952,0.23,"19","Bcl2a1b"
"Bcl2a1d5",8.10576856389433e-151,2.10502359533125,0.924,0.152,"19","Bcl2a1d"
"Samsn113",8.46024912981748e-150,2.06300463926997,0.952,0.269,"19","Samsn1"
"Cacnb3",8.08567519153058e-149,1.60400284587332,0.752,0.009,"19","Cacnb3"
"Psme23",3.78800748698344e-131,1.51451115826218,0.905,0.497,"19","Psme2"
"Etv3",1.92954809857307e-124,1.65076919230993,0.886,0.077,"19","Etv3"
"Traf1",6.86374785338545e-119,1.65566134193902,0.914,0.108,"19","Traf1"
"Ccl172",7.27881000632828e-119,3.4841152830327,0.81,0.04,"19","Ccl17"
"Cxcl163",2.4712501624479e-115,1.84132074193973,0.933,0.142,"19","Cxcl16"
"Il4i1",3.63524406684395e-115,1.80054368752706,0.714,0.016,"19","Il4i1"
"Basp12",4.19208028766992e-115,1.72933942956001,0.838,0.054,"19","Basp1"
"Ccr73",3.72738589464059e-107,2.21393165118074,0.848,0.105,"19","Ccr7"
"Apol7c",2.55974642780617e-106,1.92374287659704,0.495,0.002,"19","Apol7c"
"Mreg",2.51245873686724e-102,1.23850743241961,0.562,0.009,"19","Mreg"
"Cst315",2.72803132248266e-101,1.93802316357073,1,0.826,"19","Cst3"
"Rps27l7",1.7706801782738e-99,1.35042162436566,0.981,0.729,"19","Rps27l"
"Rogdi1",5.03012451291833e-97,1.41840288428883,0.752,0.097,"19","Rogdi"
"Nr4a3",8.60617060617392e-97,1.55114423190694,0.543,0.007,"19","Nr4a3"
"Marcks16",7.42108974884927e-95,1.66509077858995,0.971,0.265,"19","Marcks"
"Syngr210",1.39862849945233e-92,1.404808675764,0.933,0.335,"19","Syngr2"
"Zmynd15",3.3980208512385e-92,1.74015360905688,0.59,0.017,"19","Zmynd15"
"Cd831",4.15424810816048e-89,1.6787254067519,0.81,0.068,"19","Cd83"
"Nudt17",6.40980228730179e-89,1.06856385547968,0.476,0.003,"19","Nudt17"
"Gadd45b2",1.1567779257901e-87,1.67723574945448,0.838,0.15,"19","Gadd45b"
"Rel2",1.58717204737163e-87,1.46536382102942,0.876,0.135,"19","Rel"
"Fam177a1",5.86208718236165e-86,1.38070439097714,0.829,0.205,"19","Fam177a"
"Strip2",4.93549090537447e-85,0.93457604682919,0.505,0.007,"19","Strip2"
"Iscu3",2.18971467733324e-83,1.27474133769008,0.876,0.399,"19","Iscu"
"Rgs1",1.00263817307979e-82,1.91203368080729,0.619,0.042,"19","Rgs1"
"Bcl2a1a5",2.17219078251081e-80,1.60411925057706,0.8,0.151,"19","Bcl2a1a"
"Zfp36l19",1.26199919662201e-74,1.31496896552945,0.971,0.446,"19","Zfp36l1"
"Lad1",1.32032639746572e-73,0.904273186476765,0.4,0.003,"19","Lad1"
"Pkib5",1.2637176621648e-71,1.46890001234241,0.448,0.16,"19","Pkib"
"Ccdc88a6",3.11708372890477e-69,1.31875767483187,0.81,0.2,"19","Ccdc88a"
"Crip19",1.73969568159675e-68,1.68032024761897,0.99,0.795,"19","Crip1"
"Serpinb6b3",5.70867752085786e-68,1.57104261799139,0.638,0.17,"19","Serpinb6b"
"Anxa316",5.50894091699351e-66,1.41745572668089,0.857,0.304,"19","Anxa3"
"Gm13546",5.5122360451794e-65,1.20816576198769,0.371,0.013,"19","Gm13546"
"Tnip31",6.82109271456995e-64,1.23208148445097,0.533,0.027,"19","Tnip3"
"Adam23",1.80952368057075e-61,0.769594937992387,0.429,0.008,"19","Adam23"
"Jak22",5.89135831943832e-58,1.13788536049709,0.648,0.108,"19","Jak2"
"Atox114",3.84429548569359e-57,1.13275111122329,0.981,0.75,"19","Atox1"
"Aldh1a2",8.45143752768045e-53,1.01663183482468,0.41,0.01,"19","Aldh1a2"
"Adcy6",2.89266112368191e-52,0.849566165399605,0.39,0.022,"19","Adcy6"
"Rab8b3",3.19581599220443e-52,1.13271497925868,0.8,0.217,"19","Rab8b"
"Cbfa2t36",1.94084712240054e-48,1.13698027890151,0.819,0.183,"19","Cbfa2t3"
"Cpne21",2.89138550740729e-48,0.989328586444399,0.571,0.054,"19","Cpne2"
"Psmb814",9.34583293989437e-48,1.0034604116859,0.981,0.568,"19","Psmb8"
"Lrrk1",1.56344990949313e-47,0.975355431607944,0.733,0.131,"19","Lrrk1"
"AA4671972",1.60822949702865e-47,1.62577964112561,0.619,0.075,"19","AA467197"
"Psme15",3.24031401564729e-47,0.985948767082257,0.895,0.576,"19","Psme1"
"Plxnc1",1.97823501805293e-46,0.902923809625916,0.533,0.048,"19","Plxnc1"
"Birc2",4.50369228682378e-46,0.99421407563393,0.6,0.074,"19","Birc2"
"Arl5c1",6.40887272981794e-46,1.06116241629051,0.657,0.091,"19","Arl5c"
"H2-M2",8.40779887719589e-46,1.09340664395534,0.362,0.009,"19","H2-M2"
"Btg112",9.02006594844753e-46,0.920887455819771,0.981,0.851,"19","Btg1"
"Rassf21",2.45256914035092e-45,1.06497274723741,0.724,0.163,"19","Rassf2"
"Batf33",2.48766448456242e-45,1.04822657304241,0.61,0.088,"19","Batf3"
"Cd40",5.40490201762626e-45,0.925467819501708,0.495,0.034,"19","Cd40"
"Epsti16",6.51178789868073e-45,1.30615408668701,0.533,0.233,"19","Epsti1"
"Rnf19b",1.59828016958344e-43,0.989531013947721,0.648,0.105,"19","Rnf19b"
"Nfkbia6",1.79075972272035e-43,1.14067595052205,0.905,0.462,"19","Nfkbia"
"Gnb4",4.15533991995017e-43,0.899000306169548,0.4,0.019,"19","Gnb4"
"Lsp114",6.01995875698521e-43,1.04035505766633,0.971,0.602,"19","Lsp1"
"Id214",6.07711746724538e-43,1.09429143933197,0.943,0.449,"19","Id2"
"Bmp2k1",9.91575018796079e-43,1.00278417385076,0.629,0.106,"19","Bmp2k"
"Tbc1d82",1.75998888489609e-42,0.977062562852561,0.514,0.076,"19","Tbc1d8"
"Tnfrsf4",7.31034114381973e-42,0.858848605138281,0.352,0.011,"19","Tnfrsf4"
"Txndc175",2.86786899834525e-41,0.91807841605091,0.819,0.472,"19","Txndc17"
"Aebp21",4.25210894636754e-40,0.962702640325935,0.657,0.139,"19","Aebp2"
"Dusp5",8.79021869643706e-40,0.963795418760445,0.543,0.065,"19","Dusp5"
"Arhgap22",1.11829579686535e-39,0.76615758793839,0.4,0.023,"19","Arhgap22"
"Myo1g2",1.34200785750054e-39,1.02795631194609,0.705,0.174,"19","Myo1g"
"Adam82",2.87064895774392e-39,0.935418131917668,0.543,0.062,"19","Adam8"
"Cd7416",4.61391649929911e-38,0.897146055736806,1,0.711,"19","Cd74"
"Adora2a",8.07172608266302e-38,0.608243259185103,0.362,0.019,"19","Adora2a"
"Ccl52",5.5560414470753e-37,1.73038196374706,0.705,0.162,"19","Ccl5"
"Adrbk23",1.48579970333811e-36,0.924378378359557,0.733,0.199,"19","Adrbk2"
"Pmaip1",2.29121648531027e-36,0.913288649106168,0.448,0.04,"19","Pmaip1"
"Pgap2",2.34818802681955e-36,0.906447387506786,0.619,0.149,"19","Pgap2"
"Cdkn2b",5.89095477304988e-36,0.713664917461536,0.39,0.024,"19","Cdkn2b"
"Slamf72",9.30390336600594e-36,0.832755363224814,0.476,0.047,"19","Slamf7"
"Bhlhe403",2.40902294085812e-35,0.977701039403678,0.657,0.165,"19","Bhlhe40"
"Fam60a1",3.53440543727928e-35,0.839527662860282,0.486,0.06,"19","Fam60a"
"Eno31",5.19064279106474e-35,1.03184602741047,0.448,0.043,"19","Eno3"
"Clic415",1.43909041850913e-34,1.05289233841471,0.8,0.302,"19","Clic4"
"Fabp517",2.12014935720775e-34,1.49502152011595,0.886,0.456,"19","Fabp5"
"Mthfd21",2.99178409225737e-34,0.878413546445754,0.514,0.082,"19","Mthfd2"
"H2-Eb2",3.06232431237171e-34,0.568399865625935,0.305,0.012,"19","H2-Eb2"
"Psmg44",6.12510798493778e-34,0.918692305087939,0.724,0.246,"19","Psmg4"
"Ptger4",1.78008481249872e-33,0.672790785634999,0.438,0.04,"19","Ptger4"
"Cblb",2.4484582919079e-33,0.853669903441926,0.495,0.066,"19","Cblb"
"Poglut1",4.40489762568672e-33,0.791366384800757,0.457,0.057,"19","Poglut1"
"Cdkn1a5",6.60298683506022e-33,1.09143938313938,0.714,0.209,"19","Cdkn1a"
"Net13",2.73102199434136e-32,0.964389736884655,0.552,0.15,"19","Net1"
"Col27a1",6.52254644393883e-32,0.635996575160835,0.276,0.01,"19","Col27a1"
"Tmem176a17",1.77394252817101e-31,1.0656285109497,0.819,0.326,"19","Tmem176a"
"Idi11",1.98442058916679e-31,1.00666171964028,0.495,0.158,"19","Idi1"
"Map4k41",2.98236030067462e-31,0.904510250200048,0.571,0.163,"19","Map4k4"
"Nudt9",3.90324331791071e-31,0.84097874646585,0.495,0.137,"19","Nudt9"
"Hmgn33",4.13460299746191e-31,0.851419155549087,0.41,0.053,"19","Hmgn3"
"Mtmr4",5.91210599322947e-31,0.722778825286265,0.438,0.055,"19","Mtmr4"
"Bcl2a1c",6.89988558488639e-31,0.551713770047256,0.333,0.021,"19","Bcl2a1c"
"Ifi3017",1.68821398193738e-30,0.931686100380072,0.886,0.467,"19","Ifi30"
"Csf2rb4",2.84394897050021e-30,0.919406416534745,0.724,0.231,"19","Csf2rb"
"Fxyd21",5.21370631294384e-30,0.919098953472203,0.295,0.017,"19","Fxyd2"
"Map3k14",5.6753806586114e-30,0.741973940135216,0.467,0.058,"19","Map3k14"
"Arhgef40",6.54223113526067e-30,0.616195108468859,0.314,0.022,"19","Arhgef40"
"Flt33",7.58936202878843e-30,0.668506311952223,0.4,0.037,"19","Flt3"
"Stat5a",1.24075563898347e-29,0.821494259906557,0.41,0.067,"19","Stat5a"
"Pfkfb3",2.16658564234695e-29,0.761489592543916,0.371,0.038,"19","Pfkfb3"
"Sqstm16",2.17233188699378e-29,0.92412415855568,0.705,0.318,"19","Sqstm1"
"Tmem39a",3.11871855256219e-29,0.731902389183276,0.419,0.059,"19","Tmem39a"
"Spsb1",6.27330378111865e-29,0.478873985605776,0.305,0.017,"19","Spsb1"
"Klf67",1.13688478642959e-28,0.992084806767376,0.705,0.39,"19","Klf6"
"D930015E06Rik",1.30259505399336e-28,0.73265893197929,0.514,0.081,"19","D930015E06Rik"
"Rbpj4",1.46784071784292e-28,0.892989702833592,0.571,0.151,"19","Rbpj"
"H2afz12",3.09384257261027e-28,0.829997511665828,0.981,0.807,"19","H2afz"
"Fnbp1l2",3.26440161782091e-28,0.753417445885426,0.524,0.095,"19","Fnbp1l"
"Arhgap3110",5.83635948550311e-28,0.906957822229266,0.733,0.288,"19","Arhgap31"
"Tmcc35",6.08164115211305e-28,0.837544186729549,0.543,0.107,"19","Tmcc3"
"Il7r4",6.51378609369445e-28,0.592103748861292,0.495,0.096,"19","Il7r"
"Ankrd33b2",9.48368343877663e-28,0.642984260136614,0.41,0.05,"19","Ankrd33b"
"H2-Eb118",2.08733604294415e-27,1.17464232483326,0.886,0.473,"19","H2-Eb1"
"Ncoa71",6.08375740581877e-27,0.821474748688537,0.419,0.12,"19","Ncoa7"
"Fam49a1",6.47839241473882e-27,0.790255185031359,0.514,0.095,"19","Fam49a"
"Sub18",6.49075982141438e-27,0.740135829653054,1,0.841,"19","Sub1"
"Rnf1151",6.9046572671046e-27,0.808090710997589,0.638,0.213,"19","Rnf115"
"Tank",8.63211817401453e-27,0.714417532778293,0.543,0.11,"19","Tank"
"H2-Q78",9.52501339333004e-27,0.681733825545438,0.724,0.218,"19","H2-Q7"
"Rap2b1",1.35268120419787e-26,0.842098592976634,0.505,0.134,"19","Rap2b"
"Il21r",2.21125531421279e-26,0.579886044934349,0.419,0.059,"19","Il21r"
"Swap70",3.08181900256641e-26,0.780094117782409,0.524,0.102,"19","Swap70"
"Ogfrl1",5.04428667657567e-26,0.802559935156452,0.552,0.131,"19","Ogfrl1"
"Wnk13",5.06204596752359e-26,0.814567218501732,0.743,0.388,"19","Wnk1"
"Efhd215",1.84546628910184e-25,0.832012825543907,0.771,0.381,"19","Efhd2"
"Gpr132",2.79515436072993e-25,0.702842529362082,0.476,0.079,"19","Gpr132"
"Socs214",4.00368791335973e-25,0.893799033626721,0.724,0.263,"19","Socs2"
"Htra2",5.0380329714853e-25,0.642888370804031,0.467,0.077,"19","Htra2"
"Serpinb93",1.77169938496199e-24,0.945514116748171,0.438,0.114,"19","Serpinb9"
"S100a417",4.94120718205461e-24,0.663246154639579,0.81,0.329,"19","S100a4"
"H2-Aa17",1.21482717858324e-23,1.01532451596302,0.914,0.538,"19","H2-Aa"
"Tagln29",1.24216967307583e-23,0.810970385748001,0.867,0.709,"19","Tagln2"
"Tnfrsf9",4.04961554121224e-23,0.695525491246048,0.286,0.021,"19","Tnfrsf9"
"Tes1",1.01129483722818e-22,0.793966376633945,0.495,0.114,"19","Tes"
"Pcgf5",1.34275882468335e-22,0.64170800650405,0.381,0.056,"19","Pcgf5"
"N4bp2l1",1.41974342326505e-22,0.777605972769563,0.448,0.125,"19","N4bp2l1"
"Gm1011611",1.93885436433362e-22,0.867941411320886,0.857,0.464,"19","Gm10116"
"Sdhaf1",2.29749348543836e-22,0.712836394174063,0.467,0.099,"19","Sdhaf1"
"Mx1",2.62514628880015e-22,0.517169725122135,0.257,0.019,"19","Mx1"
"Cflar2",3.23750431732824e-22,0.754001187988411,0.6,0.201,"19","Cflar"
"Tmem176b17",6.59324405634353e-22,0.854587423871302,0.819,0.402,"19","Tmem176b"
"Birc3",8.93726914750585e-22,0.707363824895163,0.581,0.159,"19","Birc3"
"Ctsz13",3.57539816611558e-21,0.696401689350138,0.933,0.582,"19","Ctsz"
"Cytip11",3.95322602786422e-21,0.825424474589573,0.762,0.494,"19","Cytip"
"1700047I17Rik2",4.19586501955314e-21,0.531900188031858,0.276,0.029,"19","1700047I17Rik2"
"Cstb15",6.15871894144044e-21,0.817999774134848,0.819,0.522,"19","Cstb"
"Lima14",6.2209825489588e-21,0.74110593707209,0.514,0.148,"19","Lima1"
"Nfkbib",8.83163995266559e-21,0.729009372556984,0.533,0.162,"19","Nfkbib"
"Calm16",9.41352776150583e-21,0.733013451035614,0.981,0.892,"19","Calm1"
"Dok1",1.1140868514402e-20,0.561962730080603,0.438,0.082,"19","Dok1"
"Rala6",1.9470738855967e-20,0.697648411459859,0.705,0.339,"19","Rala"
"Arl5a",3.01555831705658e-20,0.585752542305807,0.505,0.122,"19","Arl5a"
"Nav15",3.33347531731547e-20,0.635592067888311,0.467,0.099,"19","Nav1"
"Uba5210",3.97571006695392e-20,0.665056652150106,0.952,0.783,"19","Uba52"
"H2-K110",4.57036226497077e-20,0.628927676036232,0.99,0.892,"19","H2-K1"
"Slc7a11",1.06940329302231e-19,0.760067360155809,0.314,0.037,"19","Slc7a11"
"Tnfaip3",1.07462129141238e-19,0.552882998116789,0.343,0.046,"19","Tnfaip3"
"Etv6",1.39640232363797e-19,0.590375878398348,0.419,0.08,"19","Etv6"
"Ly752",1.57625058787115e-19,0.711363585392436,0.4,0.085,"19","Ly75"
"Psmb97",2.06768469745953e-19,0.757034620565865,0.667,0.291,"19","Psmb9"
"Pik3r51",2.7798070803875e-19,0.60695729013235,0.457,0.099,"19","Pik3r5"
"Nfkb2",2.79168388642942e-19,0.570420112179378,0.4,0.072,"19","Nfkb2"
"Csf2rb22",3.00765383587123e-19,0.575026054821834,0.352,0.055,"19","Csf2rb2"
"Fnbp14",4.0169135860463e-19,0.724231799281138,0.543,0.179,"19","Fnbp1"
"Ppp1r15a2",9.18469684467405e-19,0.629789214801474,0.505,0.127,"19","Ppp1r15a"
"Icosl",9.37664213082368e-19,0.467476678870118,0.286,0.03,"19","Icosl"
"Arpin",1.61182317048532e-18,0.45287352896527,0.257,0.029,"19","Arpin"
"Asap13",1.85055778410284e-18,0.682010089990928,0.59,0.203,"19","Asap1"
"Sema6d1",2.02344970247608e-18,0.442353540618343,0.267,0.027,"19","Sema6d"
"Adap1",2.53997782673193e-18,0.515678034077075,0.314,0.044,"19","Adap1"
"Gatsl2",4.56891578094606e-18,0.483927191483952,0.276,0.034,"19","Gatsl2"
"P2ry101",4.64892089534155e-18,0.514833562875972,0.314,0.044,"19","P2ry10"
"Rgs1015",6.02454613992017e-18,0.732365225979457,0.762,0.368,"19","Rgs10"
"Rap2a1",6.52355719573664e-18,0.479823399797717,0.438,0.1,"19","Rap2a"
"Kcnk6",6.79231535078364e-18,0.404312571204173,0.305,0.04,"19","Kcnk6"
"Nampt1",8.80346720414236e-18,0.749201090014999,0.352,0.177,"19","Nampt"
"Slc6a68",1.01533089445642e-17,0.596824152788124,0.743,0.327,"19","Slc6a6"
"Apobec39",1.16814235116818e-17,0.681410461487325,0.676,0.271,"19","Apobec3"
"Cd6317",2.09262782133702e-17,0.859652022378028,0.771,0.395,"19","Cd63"
"Cd861",3.852426614666e-17,0.512821019364523,0.333,0.053,"19","Cd86"
"Selplg12",1.20803809857963e-16,0.435413745514713,0.857,0.465,"19","Selplg"
"Il15ra",1.32419695238106e-16,0.499963574329845,0.267,0.034,"19","Il15ra"
"Aif14",1.45676098223404e-16,0.659191246936398,0.486,0.131,"19","Aif1"
"Plxnd11",1.67105800908026e-16,0.63339264793785,0.352,0.083,"19","Plxnd1"
"Zfand61",1.71976802577117e-16,0.645075061721419,0.676,0.374,"19","Zfand6"
"Uap11",2.65075813928127e-16,0.653755788062236,0.419,0.135,"19","Uap1"
"Rasa2",3.20950817112264e-16,0.640079532117533,0.362,0.081,"19","Rasa2"
"Gpr137b1",3.471122513724e-16,0.597446103436087,0.505,0.154,"19","Gpr137b"
"Phlpp1",3.87103861288434e-16,0.520144637512604,0.267,0.034,"19","Phlpp1"
"Laptm4b2",4.39535510813353e-16,0.592778854521594,0.286,0.112,"19","Laptm4b"
"Phf11b1",6.10506143879262e-16,0.574487556107942,0.362,0.072,"19","Phf11b"
"Galnt12",8.14840016612046e-16,0.522462573646064,0.257,0.031,"19","Galnt12"
"Fam32a6",1.00717614647925e-15,0.681688752086765,0.724,0.417,"19","Fam32a"
"Ier55",1.01627365757854e-15,0.636001612213143,0.781,0.399,"19","Ier5"
"Cd2741",1.48736108184791e-15,0.612769096806105,0.305,0.056,"19","Cd274"
"Brk16",1.54737772470557e-15,0.553309137951164,0.886,0.588,"19","Brk1"
"Pde4b2",1.85536815677344e-15,0.479597387597565,0.448,0.125,"19","Pde4b"
"Fbrsl1",2.38240187151895e-15,0.455314703329464,0.333,0.077,"19","Fbrsl1"
"Dap2",2.60366143684247e-15,0.572095556972831,0.419,0.288,"19","Dap"
"Vrk2",2.87853089508512e-15,0.508809063641529,0.371,0.079,"19","Vrk2"
"Snn2",4.18128968283368e-15,0.468545275429041,0.305,0.052,"19","Snn"
"Fas2",4.81694396137735e-15,0.627990955440151,0.381,0.085,"19","Fas"
"Gtpbp4",8.39674364087856e-15,0.637917854576753,0.448,0.156,"19","Gtpbp4"
"Sumo26",9.23720325334837e-15,0.490928139811669,0.924,0.705,"19","Sumo2"
"Gbp2",9.7940036945485e-15,0.597773129735601,0.305,0.054,"19","Gbp2"
"H2-Q63",1.24901876126434e-14,0.506544968835433,0.39,0.095,"19","H2-Q6"
"Hsp90ab15",1.55354905282941e-14,0.413262884889164,1,0.91,"19","Hsp90ab1"
"Mllt61",2.96173177980359e-14,0.545814451854972,0.448,0.13,"19","Mllt6"
"Il15",2.9896263422579e-14,0.39496752484672,0.276,0.044,"19","Il15"
"Dynll23",3.17698194293862e-14,0.60672857418288,0.533,0.216,"19","Dynll2"
"Irf57",3.19348414390356e-14,0.45597124270805,0.581,0.221,"19","Irf5"
"Mob1a5",3.45361397556631e-14,0.538603772937805,0.705,0.328,"19","Mob1a"
"2200002D01Rik",5.15976681012193e-14,0.639009821559453,0.257,0.051,"19","2200002D01Rik"
"Ktn14",5.35104452013725e-14,0.672700580637898,0.524,0.193,"19","Ktn1"
"Stat4",5.79039119918731e-14,0.552652647271411,0.276,0.044,"19","Stat4"
"Vopp1",9.17063489570301e-14,0.466136110444736,0.305,0.057,"19","Vopp1"
"Csrp15",1.18614199091426e-13,0.679872067689621,0.543,0.23,"19","Csrp1"
"Rab21",1.46650430399116e-13,0.524004890323486,0.324,0.076,"19","Rab21"
"Ssh1",1.67999127942271e-13,0.481330382401377,0.381,0.095,"19","Ssh1"
"Tnfrsf18",2.03176188320669e-13,0.349331614777573,0.257,0.047,"19","Tnfrsf18"
"Clec2d6",2.08936604314891e-13,0.517465721434587,0.629,0.26,"19","Clec2d"
"B630005N14Rik",2.14178364181121e-13,0.550700500877337,0.324,0.088,"19","B630005N14Rik"
"Mob3a",2.23329898111351e-13,0.466176825137344,0.39,0.104,"19","Mob3a"
"Spint215",2.39303072291001e-13,0.514099247446715,0.686,0.315,"19","Spint2"
"Nfkbie",4.43927747859451e-13,0.353679467114424,0.267,0.048,"19","Nfkbie"
"Psme2b",4.83604759804725e-13,0.386254721585704,0.362,0.092,"19","Psme2b"
"Cmc22",4.95189117496798e-13,0.588504755547101,0.381,0.14,"19","Cmc2"
"Ube2l6",5.19719007360205e-13,0.416142064916108,0.295,0.055,"19","Ube2l6"
"Ndnl2",8.07230281332364e-13,0.547786280484529,0.419,0.138,"19","Ndnl2"
"Polr3c",8.93957754963052e-13,0.500739974987033,0.352,0.088,"19","Polr3c"
"Bax4",9.29397619467806e-13,0.563792120577845,0.752,0.433,"19","Bax"
"Nabp12",1.02952238056096e-12,0.629712462604427,0.524,0.202,"19","Nabp1"
"Stxbp3",1.12791379321119e-12,0.50499548323022,0.467,0.159,"19","Stxbp3"
"Rftn11",1.16563860039727e-12,0.572856971151368,0.39,0.114,"19","Rftn1"
"Arl4c4",1.24919382676751e-12,0.466050971773145,0.505,0.18,"19","Arl4c"
"Gyg14",1.73666170232e-12,0.646420349219442,0.486,0.263,"19","Gyg"
"Pik3r13",1.77801105666985e-12,0.648339304333551,0.448,0.191,"19","Pik3r1"
"Lactb1",1.89760906952374e-12,0.512699044270389,0.371,0.115,"19","Lactb"
"Mxd11",2.5726453256287e-12,0.489669588189131,0.4,0.119,"19","Mxd1"
